	21123	POS
NOT_aid	2	NEG
fencers	1	NEG
NOT_surgeries	1	NEG
despertar	1	NEG
NOT_clowns	2	NEG
NOT_aim	9	NEG
hetrakul	1	NEG
meant	281	NEG
NOT_pretty	59	NEG
copping	5	NEG
polt	1	NEG
arresting	11	NEG
NOT_unorthodox	1	NEG
NOT_gardner	1	NEG
NOT_liberated	2	NEG
NOT_satisfactory	1	NEG
places	168	NEG
NOT_disfigured	1	NEG
means	345	NEG
pole	32	NEG
us	1505	NEG
aditya	7	NEG
ur	4	NEG
poll	2	NEG
polo	1	NEG
bustle	2	NEG
tampon	5	NEG
polk	1	NEG
businessmen	7	NEG
NOT_grope	1	NEG
shame	386	NEG
ciro	3	NEG
katharina	1	NEG
wimmer	2	NEG
duel	16	NEG
NOT_error	1	NEG
woefully	32	NEG
NOT_corpse	5	NEG
dues	4	NEG
duet	4	NEG
NOT_makin	1	NEG
diario	3	NEG
perceptions	1	NEG
demonstrators	2	NEG
chuckie	5	NEG
akmed	1	NEG
NOT_gazing	1	NEG
menacingly	2	NEG
lemac	1	NEG
boatcrash	1	NEG
NOT_native	5	NEG
eke	1	NEG
NOT_centred	1	NEG
lemay	2	NEG
hessler	4	NEG
orbison	1	NEG
NOT_disjointed	5	NEG
NOT_mists	1	NEG
undercooked	2	NEG
recruits	16	NEG
strangulation	4	NEG
forays	2	NEG
empt	1	NEG
intriquing	1	NEG
hoppe	1	NEG
NOT_tasty	1	NEG
magdalene	2	NEG
NOT_taste	22	NEG
starrett	2	NEG
discouraging	1	NEG
‰	1	NEG
wrangling	1	NEG
henner	2	NEG
ua	2	NEG
cannibalistic	20	NEG
NOT_girl	42	NEG
frederick	4	NEG
unquenchable	2	NEG
chakraborty	1	NEG
riot	29	NEG
NOT_maddin	1	NEG
begs	31	NEG
rios	7	NEG
sincerity	14	NEG
snazzily	1	NEG
glazed	7	NEG
NOT_surroundings	2	NEG
dosh	1	NEG
tri	1	NEG
NOT_hint	11	NEG
lagging	6	NEG
dose	37	NEG
griminess	1	NEG
superhuman	9	NEG
steart	1	NEG
NOT_borrowed	1	NEG
NOT_boxer	1	NEG
divergent	2	NEG
charge	80	NEG
NOT_knew	21	NEG
doss	4	NEG
humphrey	10	NEG
eamonn	1	NEG
weasels	3	NEG
survival	34	NEG
NOT_indeed	3	NEG
midsummer	3	NEG
rohleder	1	NEG
fending	3	NEG
NOT_suppose	11	NEG
hogtied	1	NEG
skid	7	NEG
fontaine	13	NEG
umrao	1	NEG
forefront	2	NEG
NOT_hopefully	1	NEG
NOT_dear	1	NEG
NOT_meant	60	NEG
NOT_islam	2	NEG
maximal	2	NEG
stacey	14	NEG
excellently	2	NEG
gritting	3	NEG
NOT_dead	71	NEG
bubonic	2	NEG
jacksons	4	NEG
chhaliya	1	NEG
hooray	9	NEG
NOT_magnificent	1	NEG
nightmares	54	NEG
reduction	3	NEG
NOT_tracing	1	NEG
besieged	6	NEG
slinging	2	NEG
NOT_golf	3	NEG
NOT_belief	3	NEG
NOT_gold	10	NEG
NOT_peephole	1	NEG
ilyena	1	NEG
straying	3	NEG
NOT_mentioning	18	NEG
NOT_handedly	1	NEG
trading	3	NEG
parlor	10	NEG
dispersement	1	NEG
mistook	1	NEG
stadling	2	NEG
incrediably	1	NEG
NOT_eod	1	NEG
inexcusable	15	NEG
squelching	1	NEG
winnie	1	NEG
NOT_starting	5	NEG
sport	28	NEG
manifested	3	NEG
tepper	6	NEG
troubador	1	NEG
inexcusably	1	NEG
flamingos	1	NEG
mistreats	1	NEG
riddlers	1	NEG
spore	2	NEG
decibels	1	NEG
paternal	2	NEG
unicycle	1	NEG
kaylene	1	NEG
mobius	1	NEG
NOT_subtext	2	NEG
whoopi	26	NEG
NOT_pointing	1	NEG
rationalize	3	NEG
debasement	2	NEG
pioneers	4	NEG
abductor	2	NEG
datedness	1	NEG
029	1	NEG
mastershot	1	NEG
macinnes	2	NEG
execrably	2	NEG
amoral	15	NEG
outtake	5	NEG
synchronous	1	NEG
subtitling	2	NEG
clipping	2	NEG
interred	1	NEG
linen	2	NEG
singhs	1	NEG
resque	1	NEG
NOT_iii	4	NEG
randolph	22	NEG
nominate	6	NEG
beheaded	6	NEG
NOT_upright	1	NEG
concentrating	6	NEG
NOT_exaggerating	5	NEG
NOT_stylistically	1	NEG
NOT_inserting	2	NEG
noteworthy	26	NEG
wagoneer	1	NEG
clank	2	NEG
NOT_bachchan	1	NEG
NOT_williams	7	NEG
NOT_light	26	NEG
liability	2	NEG
NOT_chetnik	1	NEG
clans	1	NEG
notebook	5	NEG
argued	8	NEG
u2	3	NEG
rhinoceroses	1	NEG
powerhouses	2	NEG
NOT_cruddy	1	NEG
decompose	1	NEG
albuquerque	1	NEG
traceys	1	NEG
kamar	2	NEG
aids	27	NEG
bothers	21	NEG
lithgow	8	NEG
goya	2	NEG
cringed	23	NEG
aide	11	NEG
cringey	1	NEG
chandu	4	NEG
NOT_panther	1	NEG
cringer	1	NEG
rockets	23	NEG
forgives	7	NEG
kamal	22	NEG
goofing	2	NEG
contours	1	NEG
chakkraphat	1	NEG
interacts	5	NEG
eulilah	1	NEG
dolts	3	NEG
hike	4	NEG
NOT_possibly	57	NEG
raps	4	NEG
NOT_fire	24	NEG
resilient	3	NEG
NOT_compelled	5	NEG
NOT_possible	48	NEG
dornwinkle	5	NEG
NOT_firm	1	NEG
dombasle	1	NEG
NOT_oddity	1	NEG
avid	26	NEG
actionpacked	1	NEG
stalone	1	NEG
attributes	13	NEG
footage	358	NEG
smelling	4	NEG
hastey	1	NEG
neous	1	NEG
NOT_burnt	1	NEG
avin	1	NEG
nurturing	1	NEG
dourdan	1	NEG
attourney	2	NEG
hasten	4	NEG
aviv	1	NEG
NOT_aldolpho	1	NEG
ash	19	NEG
braincell	1	NEG
bonehead	3	NEG
fuels	4	NEG
forging	1	NEG
alida	3	NEG
NOT_drool	1	NEG
NOT_savior	2	NEG
vanquish	1	NEG
medium	52	NEG
NOT_adieu	1	NEG
asl	2	NEG
cheermeister	1	NEG
NOT_ounce	15	NEG
tongue	64	NEG
freedom	43	NEG
mcclain	1	NEG
byyyyyyyyeeeee	1	NEG
NOT_structurally	1	NEG
orgasmic	2	NEG
extremely	547	NEG
nutshell	34	NEG
NOT_unpleasant	3	NEG
roadtrip	1	NEG
maybe	1382	NEG
descending	12	NEG
NOT_handshakes	1	NEG
mammet	1	NEG
incriminating	6	NEG
governess	4	NEG
NOT_options	3	NEG
swearing	31	NEG
yitzhack	1	NEG
faso	1	NEG
skirts	7	NEG
harry	120	NEG
fast	445	NEG
harra	1	NEG
apostles	1	NEG
advising	1	NEG
exemplify	1	NEG
surfaces	5	NEG
temptations	3	NEG
mescaline	1	NEG
publicised	2	NEG
unsurprisingly	12	NEG
elanna	1	NEG
beehives	1	NEG
sanctioned	4	NEG
NOT_earlier	22	NEG
yamasato	2	NEG
reminiscent	59	NEG
malnourished	1	NEG
NOT_continent	1	NEG
raja	2	NEG
flour	2	NEG
NOT_dominated	4	NEG
riddler	5	NEG
indiscriminate	3	NEG
walker	58	NEG
mojo	9	NEG
NOT_snake	5	NEG
helplessness	5	NEG
runnign	1	NEG
walken	74	NEG
airheads	1	NEG
vernon	17	NEG
unpalatable	3	NEG
bogart	22	NEG
walked	140	NEG
muslims	35	NEG
rambo	89	NEG
NOT_damien	2	NEG
dodging	8	NEG
NOT_white	36	NEG
bunuel	13	NEG
gypsie	1	NEG
NOT_grocery	2	NEG
NOT_foolish	1	NEG
sandals	4	NEG
NOT_organisation	1	NEG
NOT_significant	12	NEG
NOT_coping	1	NEG
occultist	2	NEG
natica	3	NEG
NOT_sometimes	18	NEG
chaplins	1	NEG
priyan	1	NEG
1874	1	NEG
filters	10	NEG
NOT_scripted	8	NEG
NOT_alien	11	NEG
NOT_welles	1	NEG
NOT_legendary	5	NEG
kobe	1	NEG
mciver	2	NEG
splicing	7	NEG
keener	4	NEG
NOT_charges	2	NEG
rolleball	1	NEG
NOT_previews	1	NEG
NOT_slaughter	3	NEG
NOT_perfected	1	NEG
NOT_rupee	1	NEG
discover	104	NEG
outcry	3	NEG
ramtha	17	NEG
vandalising	1	NEG
ladders	3	NEG
NOT_duval	1	NEG
approaching	29	NEG
flourished	2	NEG
piledriver	1	NEG
cinemas	24	NEG
NOT_belching	1	NEG
predictible	1	NEG
NOT_irs	1	NEG
cinemax	15	NEG
NOT_betrayed	1	NEG
defenselessly	1	NEG
miniature	12	NEG
shoddiness	7	NEG
tampons	1	NEG
NOT_riddle	3	NEG
pelts	3	NEG
jetsons	1	NEG
chapple	1	NEG
dentures	5	NEG
shoestring	15	NEG
retell	1	NEG
alternate	45	NEG
maffia	1	NEG
placebo	2	NEG
deprecating	5	NEG
chortle	1	NEG
NOT_spell	11	NEG
interminably	3	NEG
uncles	2	NEG
NOT_fantasy	15	NEG
fermented	1	NEG
suspenseless	1	NEG
NOT_retiring	1	NEG
recordist	1	NEG
sandrine	2	NEG
NOT_heavy	10	NEG
elixir	6	NEG
NOT_names	23	NEG
meadowvale	2	NEG
shirts	23	NEG
kerrie	1	NEG
NOT_bitterly	1	NEG
chloe	15	NEG
crone	3	NEG
NOT_bestiality	2	NEG
shaffner	1	NEG
NOT_named	7	NEG
NOT_monomaniacal	1	NEG
bloat	1	NEG
x1	1	NEG
x2	4	NEG
x4	1	NEG
prided	1	NEG
fellows	8	NEG
shapeshifter	1	NEG
carnal	4	NEG
unpolished	2	NEG
chatter	8	NEG
tonnes	3	NEG
golddiggers	1	NEG
NOT_overheard	1	NEG
academies	1	NEG
cesspool	8	NEG
balanced	17	NEG
NOT_derive	2	NEG
NOT_superimposition	1	NEG
rested	2	NEG
suprise	3	NEG
xk	2	NEG
torkle	1	NEG
danzel	2	NEG
talks	118	NEG
NOT_ablaze	1	NEG
duffer	1	NEG
talky	27	NEG
region	29	NEG
xy	2	NEG
speculating	2	NEG
imposable	1	NEG
cockeyed	2	NEG
duffel	4	NEG
xp	2	NEG
NOT_chance	57	NEG
sipus	3	NEG
intersect	2	NEG
inequality	1	NEG
disobeyed	1	NEG
marts	1	NEG
limey	1	NEG
sterility	1	NEG
barring	4	NEG
claudi	1	NEG
kent	20	NEG
marty	32	NEG
containers	3	NEG
NOT_murderous	1	NEG
kens	1	NEG
NOT_alienating	1	NEG
kenn	1	NEG
schlepped	1	NEG
NOT_experts	1	NEG
NOT_cow	2	NEG
marte	1	NEG
dimple	1	NEG
NOT_lipsync	1	NEG
marti	4	NEG
popped	30	NEG
s02e03	1	NEG
abrahamic	1	NEG
NOT_butler	2	NEG
augusten	3	NEG
worriedly	1	NEG
eliminates	7	NEG
bel	8	NEG
bem	1	NEG
ben	279	NEG
seed	78	NEG
bea	4	NEG
bed	205	NEG
bee	21	NEG
embezzle	2	NEG
beg	25	NEG
schnaas	9	NEG
bey	15	NEG
explication	1	NEG
sansabelt	1	NEG
NOT_slipping	1	NEG
ber	3	NEG
bes	1	NEG
bet	131	NEG
hateable	3	NEG
ag	1	NEG
ad	82	NEG
ac	2	NEG
slaked	1	NEG
aa	3	NEG
an	9572	NEG
am	4270	NEG
al	167	NEG
ak	7	NEG
aj	3	NEG
ai	114	NEG
ah	76	NEG
aw	5	NEG
seem	807	NEG
au	3	NEG
inert	13	NEG
as	18762	NEG
ar	4	NEG
ap	4	NEG
middleton	5	NEG
NOT_resurrected	3	NEG
algernon	1	NEG
ax	23	NEG
NOT_swiss	1	NEG
NOT_springer	8	NEG
seen	2925	NEG
banding	1	NEG
slay	5	NEG
NOT_division	1	NEG
NOT_consumed	1	NEG
diagnosis	6	NEG
bandini	2	NEG
urecal	3	NEG
renner	6	NEG
rennes	4	NEG
brainwash	3	NEG
cockazilla	1	NEG
sponsor	5	NEG
NOT_argued	1	NEG
NOT_immortality	3	NEG
athsma	1	NEG
shanghai	13	NEG
interceptor	1	NEG
lags	3	NEG
cowl	2	NEG
whitfield	2	NEG
NOT_idle	4	NEG
contrast	53	NEG
panthers	5	NEG
guests	41	NEG
woodstock	6	NEG
christen	2	NEG
prodigy	8	NEG
lage	1	NEG
NOT_floriane	1	NEG
NOT_ride	4	NEG
puppetry	3	NEG
photography	160	NEG
purchase	30	NEG
cynical	57	NEG
insignificance	3	NEG
ascends	2	NEG
photographs	23	NEG
midtorso	1	NEG
exhaustive	1	NEG
zonfeld	1	NEG
emotionality	2	NEG
thailand	8	NEG
disorientated	2	NEG
NOT_cynically	2	NEG
exploitative	23	NEG
prosperity	4	NEG
deludes	1	NEG
umberto	1	NEG
habitat	4	NEG
glitchy	1	NEG
couples	43	NEG
hallelujah	3	NEG
moretti	10	NEG
NOT_plumber	1	NEG
dondaro	1	NEG
intellectual	75	NEG
coupled	29	NEG
footlight	2	NEG
quiet	78	NEG
ruttenberg	1	NEG
quack	2	NEG
NOT_victors	1	NEG
creepy	290	NEG
amidala	2	NEG
lavished	2	NEG
blowed	3	NEG
mistiness	1	NEG
unoriginality	4	NEG
creeps	19	NEG
lavishes	1	NEG
raskin	1	NEG
paleface	1	NEG
nuance	16	NEG
restarting	1	NEG
NOT_noses	1	NEG
unifying	2	NEG
cursory	8	NEG
underestimated	5	NEG
moonraker	2	NEG
hsiao	9	NEG
affiliated	5	NEG
voiceless	1	NEG
sighs	3	NEG
NOT_pulled	9	NEG
aping	1	NEG
schizophrenia	10	NEG
schizophrenic	16	NEG
exclusively	27	NEG
damaris	1	NEG
NOT_conversion	1	NEG
easterners	1	NEG
regular	95	NEG
NOT_grates	1	NEG
physicists	3	NEG
horatio	4	NEG
simms	1	NEG
novocaine	2	NEG
chaplain	3	NEG
paull	1	NEG
mutinies	1	NEG
lowsy	1	NEG
youngberry	3	NEG
didactic	8	NEG
attentions	10	NEG
NOT_ambitions	3	NEG
magruder	5	NEG
leavenworth	2	NEG
emotes	1	NEG
powered	22	NEG
slowly	155	NEG
abo	7	NEG
cincinnati	4	NEG
NOT_snatchers	1	NEG
NOT_stanley	2	NEG
NOT_brink	1	NEG
nip	4	NEG
fallacy	4	NEG
nit	8	NEG
want	1701	NEG
NOT_thespians	1	NEG
slowish	1	NEG
NOT_response	4	NEG
thornbury	1	NEG
brady	37	NEG
nie	2	NEG
andr	2	NEG
wane	3	NEG
wang	9	NEG
nil	5	NEG
wana	1	NEG
nio	1	NEG
NOT_john	29	NEG
NOT_kennedy	1	NEG
splurges	1	NEG
abt	1	NEG
holistic	1	NEG
bartender	15	NEG
children	618	NEG
garrison	6	NEG
fuzziness	1	NEG
NOT_tap	5	NEG
droningly	1	NEG
agar	1	NEG
excised	7	NEG
titillation	12	NEG
f22	1	NEG
rhee	1	NEG
instigated	4	NEG
casket	3	NEG
maison	5	NEG
spectacularly	18	NEG
elena	3	NEG
belts	8	NEG
departs	3	NEG
NOT_independence	2	NEG
addition	145	NEG
nearly	312	NEG
NOT_rare	3	NEG
NOT_combined	2	NEG
megalomaniacal	5	NEG
botch	3	NEG
cog	1	NEG
rainfall	3	NEG
zunz	1	NEG
calloway	1	NEG
NOT_belongs	4	NEG
balkans	2	NEG
ante	5	NEG
fifthly	1	NEG
NOT_furnish	1	NEG
NOT_anothwer	1	NEG
supermen	1	NEG
massively	10	NEG
silverbears	1	NEG
zuni	2	NEG
jannsen	2	NEG
freemasons	3	NEG
snooping	6	NEG
waynes	5	NEG
controversialist	1	NEG
kafkaesque	1	NEG
NOT_agenda	5	NEG
NOT_stores	4	NEG
bashful	2	NEG
exhausts	1	NEG
NOT_performers	5	NEG
NOT_bland	10	NEG
giamatti	23	NEG
NOT_waldemar	1	NEG
benicio	6	NEG
psychosis	6	NEG
agricultural	4	NEG
disemboweling	1	NEG
publishers	2	NEG
NOT_fright	2	NEG
NOT_blank	4	NEG
ironically	44	NEG
tactless	1	NEG
NOT_matin	2	NEG
landmines	1	NEG
chemists	1	NEG
lenzi	1	NEG
tampopo	1	NEG
NOT_greatly	1	NEG
NOT_mmiv	1	NEG
client	15	NEG
NOT_tiananmen	1	NEG
yasha	1	NEG
sturdy	5	NEG
focussed	1	NEG
soleil	2	NEG
deserted	37	NEG
ehle	2	NEG
NOT_dates	2	NEG
smiled	8	NEG
accused	50	NEG
NOT_heavily	1	NEG
kiera	3	NEG
inevitably	34	NEG
cathrine	2	NEG
1860s	1	NEG
wisecracks	9	NEG
NOT_glance	1	NEG
visionaries	6	NEG
lupin	1	NEG
accuses	10	NEG
inevitable	49	NEG
sheeesh	1	NEG
NOT_masterpiece	12	NEG
smiley	4	NEG
scattered	22	NEG
NOT_revisit	2	NEG
independence	33	NEG
NOT_liz	1	NEG
curiousity	1	NEG
affair	152	NEG
abbey	1	NEG
stilts	2	NEG
strident	4	NEG
bookcase	2	NEG
potholder	1	NEG
wished	38	NEG
NOT_letters	4	NEG
hutch	4	NEG
abhishek	7	NEG
NOT_mmpr	1	NEG
NOT_countries	5	NEG
mobiles	1	NEG
lengthened	1	NEG
gamely	4	NEG
tylo	10	NEG
discovers	83	NEG
retreated	1	NEG
petrus	1	NEG
NOT_hearted	2	NEG
discovery	44	NEG
spire	1	NEG
agha	1	NEG
looting	4	NEG
pretense	11	NEG
ruge	6	NEG
proudly	15	NEG
ohgo	1	NEG
resounding	6	NEG
goodwill	3	NEG
pornographically	1	NEG
crotch	17	NEG
aggrieved	2	NEG
blacksnake	9	NEG
johny	9	NEG
hema	1	NEG
plentiful	15	NEG
bethlehem	2	NEG
johnr	1	NEG
johns	6	NEG
semitic	3	NEG
hemi	1	NEG
unravelling	1	NEG
trumpery	1	NEG
musalman	1	NEG
biography	28	NEG
showiness	1	NEG
NOT_tensed	1	NEG
butcher	38	NEG
imposed	12	NEG
renovating	3	NEG
tandy	1	NEG
NOT_supernatural	6	NEG
viscontis	1	NEG
imposes	3	NEG
shielah	2	NEG
eytan	1	NEG
knockouts	1	NEG
ecstasy	10	NEG
childishness	1	NEG
pinkie	1	NEG
masque	1	NEG
NOT_da	2	NEG
doughnut	2	NEG
NOT_reputations	1	NEG
NOT_rampaging	1	NEG
kiki	7	NEG
maze	13	NEG
silently	8	NEG
insipid	61	NEG
psicoanalitical	1	NEG
girdle	2	NEG
NOT_forgetting	3	NEG
garand	1	NEG
signalman	2	NEG
disfigures	1	NEG
cathedral	5	NEG
rubric	2	NEG
beetle	3	NEG
myopia	1	NEG
assess	1	NEG
myopic	4	NEG
cells	31	NEG
verbs	1	NEG
unfortuneatley	1	NEG
meanness	1	NEG
fantasma	1	NEG
winters	21	NEG
assesd	1	NEG
NOT_calculated	1	NEG
boatwoman	1	NEG
cello	2	NEG
NOT_ducktales	2	NEG
harold	51	NEG
reinvigorate	1	NEG
magnates	1	NEG
returning	58	NEG
adequately	16	NEG
hose	8	NEG
hingle	1	NEG
briley	1	NEG
ladybug	1	NEG
NOT_beeblebrox	1	NEG
bargain	62	NEG
evade	4	NEG
NOT_tickets	4	NEG
draza	1	NEG
host	60	NEG
jumper	3	NEG
reaper	4	NEG
NOT_echance	1	NEG
dawsons	2	NEG
siblings	24	NEG
NOT_revolutionary	2	NEG
mishkin	1	NEG
religions	20	NEG
thinly	18	NEG
despots	1	NEG
lust	39	NEG
nicknamed	4	NEG
NOT_excessive	1	NEG
berliner	1	NEG
hoyden	1	NEG
ohmagod	1	NEG
charli	1	NEG
nicknames	1	NEG
NOT_continually	2	NEG
entertains	7	NEG
taht	1	NEG
lush	22	NEG
bavarian	2	NEG
warships	2	NEG
horshack	1	NEG
NOT_uncoiling	1	NEG
sleazefest	1	NEG
coolness	10	NEG
patronizing	10	NEG
NOT_presley	1	NEG
basely	1	NEG
unspools	1	NEG
pinsent	1	NEG
NOT_emits	1	NEG
eastenders	3	NEG
isild	1	NEG
NOT_witnesses	4	NEG
tapestries	1	NEG
NOT_before	180	NEG
NOT_hence	2	NEG
pleasurable	8	NEG
aaja	1	NEG
NOT_knocking	3	NEG
NOT_shortened	1	NEG
tastelessly	4	NEG
ensuring	5	NEG
agreements	1	NEG
NOT_reconciles	1	NEG
issei	1	NEG
tiresomely	2	NEG
hilter	1	NEG
sorcerers	1	NEG
logothetis	1	NEG
NOT_comprehensive	1	NEG
uncompromizing	1	NEG
dailys	1	NEG
project	282	NEG
knowledgement	1	NEG
citizens	24	NEG
NOT_shocked	11	NEG
NOT_vacuousness	1	NEG
wagging	1	NEG
conscripts	1	NEG
NOT_cred	1	NEG
swinton	11	NEG
ymca	1	NEG
unpleasant	74	NEG
shenzi	3	NEG
recriminations	1	NEG
kyer	1	NEG
NOT_plays	13	NEG
abundantly	3	NEG
diners	3	NEG
dispised	1	NEG
miniseries	18	NEG
reams	5	NEG
humiliated	11	NEG
NOT_pessimism	1	NEG
slink	1	NEG
kearn	1	NEG
NOT_spirits	1	NEG
NOT_conventions	2	NEG
sling	2	NEG
precariously	1	NEG
608	1	NEG
NOT_approve	5	NEG
bodysuit	1	NEG
sadomania	1	NEG
bicycle	14	NEG
dumroo	5	NEG
shits	5	NEG
wheelies	1	NEG
NOT_rugged	1	NEG
worshipping	4	NEG
presentations	1	NEG
NOT_supervisor	1	NEG
underpinned	3	NEG
buffing	1	NEG
creator	39	NEG
nightly	8	NEG
NOT_promote	8	NEG
eliot	4	NEG
stephanie	29	NEG
links	11	NEG
NOT_insinuate	1	NEG
NOT_shrink	1	NEG
studied	18	NEG
aurelius	1	NEG
NOT_shortly	2	NEG
NOT_cast	84	NEG
NOT_pyun	1	NEG
gonzales	2	NEG
gillmore	1	NEG
breakingly	1	NEG
studies	33	NEG
studier	1	NEG
halfbaked	1	NEG
NOT_carefree	1	NEG
grisham	8	NEG
squirted	3	NEG
attached	68	NEG
boarder	4	NEG
and	71680	NEG
nimh	4	NEG
NOT_mishaps	1	NEG
americain	1	NEG
unfinished	17	NEG
NOT_domesticate	1	NEG
environmentalism	1	NEG
amalric	2	NEG
landmass	1	NEG
boarded	7	NEG
directorial	47	NEG
environmentalist	3	NEG
squirter	1	NEG
warzone	1	NEG
NOT_fashioned	1	NEG
dispel	2	NEG
responders	2	NEG
dogma	18	NEG
retaliates	2	NEG
starr	14	NEG
NOT_insatiable	1	NEG
mccormick	6	NEG
classicists	1	NEG
oater	2	NEG
start	868	NEG
starz	10	NEG
gita	1	NEG
shovelware	1	NEG
gruff	12	NEG
wolverines	2	NEG
religious	159	NEG
stare	37	NEG
retaliated	1	NEG
stark	13	NEG
NOT_otis	1	NEG
unruly	5	NEG
cheerleader	12	NEG
benedick	1	NEG
tirades	1	NEG
havilland	6	NEG
jaguar	5	NEG
sleeveless	2	NEG
135m	1	NEG
leif	3	NEG
anathema	2	NEG
rubbiush	1	NEG
NOT_dome	2	NEG
kotm	1	NEG
NOT_plasticine	1	NEG
hormonally	3	NEG
NOT_pigs	2	NEG
NOT_shepard	1	NEG
NOT_yeti	1	NEG
baptiste	1	NEG
romanians	3	NEG
hauled	9	NEG
benedict	6	NEG
knockoffs	2	NEG
dreamgirl	1	NEG
used	899	NEG
earful	2	NEG
soaper	3	NEG
NOT_engaging	27	NEG
burnette	1	NEG
abroad	19	NEG
oligarchy	1	NEG
felisberto	1	NEG
caligari	4	NEG
christopher	186	NEG
NOT_sued	3	NEG
NOT_50	12	NEG
NOT_barn	3	NEG
NOT_outcome	5	NEG
slicker	5	NEG
NOT_bard	2	NEG
plausible	42	NEG
NOT_cash	14	NEG
nazgul	1	NEG
plausibly	2	NEG
NOT_flops	2	NEG
stalwarts	3	NEG
yuck	22	NEG
concocted	4	NEG
slicked	1	NEG
NOT_barr	1	NEG
NOT_bart	1	NEG
robust	2	NEG
masterpieces	27	NEG
candians	1	NEG
rum	3	NEG
run	614	NEG
NOT_masquerading	1	NEG
rub	20	NEG
bonnie	19	NEG
klien	2	NEG
shehan	1	NEG
typically	59	NEG
rug	8	NEG
NOT_etc	2	NEG
beeman	1	NEG
save	578	NEG
NOT_unit	5	NEG
nieces	4	NEG
apharan	1	NEG
daily	59	NEG
rus	1	NEG
hinges	10	NEG
explains	97	NEG
NOT_executives	3	NEG
resulted	23	NEG
jovic	1	NEG
unfortuanitly	1	NEG
kanwar	3	NEG
miyazaki	6	NEG
exposing	18	NEG
washington	93	NEG
zapata	1	NEG
schine	1	NEG
ludicrous	136	NEG
vistas	5	NEG
avenger	18	NEG
chronicle	5	NEG
holbrook	2	NEG
NOT_certificate	1	NEG
preached	6	NEG
swinginest	1	NEG
zzzzzzzz	1	NEG
NOT_disappeared	3	NEG
serpent	7	NEG
dinheiro	1	NEG
laugh	672	NEG
NOT_learned	7	NEG
NOT_korea	2	NEG
portray	93	NEG
blithely	3	NEG
orginality	1	NEG
permeates	5	NEG
bechstein	3	NEG
preacher	25	NEG
preaches	9	NEG
NOT_steel	1	NEG
nora	22	NEG
rigid	11	NEG
dismalness	1	NEG
pronunciations	1	NEG
divisive	2	NEG
splashes	7	NEG
vampiras	1	NEG
lorre	17	NEG
caine	75	NEG
ebola	1	NEG
phds	2	NEG
NOT_appropriate	9	NEG
advertising	56	NEG
splashed	5	NEG
NOT_steer	1	NEG
devoured	6	NEG
underneath	31	NEG
roms	4	NEG
molds	2	NEG
yanos	5	NEG
delon	3	NEG
laawaris	1	NEG
mockable	1	NEG
hitler	142	NEG
NOT_eddie	7	NEG
NOT_notion	4	NEG
devourer	1	NEG
NOT_earned	6	NEG
auch	1	NEG
scattergood	1	NEG
accompanies	10	NEG
tush	1	NEG
substantiates	1	NEG
meisner	1	NEG
thrill	45	NEG
stoops	2	NEG
enchants	1	NEG
noteworthily	1	NEG
inroads	1	NEG
irregular	3	NEG
NOT_columbine	2	NEG
3pm	1	NEG
outlawed	4	NEG
virtues	12	NEG
denotes	1	NEG
ditto	14	NEG
NOT_muddled	2	NEG
dismembered	9	NEG
stayin	1	NEG
‘	16	NEG
NOT_er	1	NEG
grazed	1	NEG
monsoon	4	NEG
judge	100	NEG
heads	167	NEG
knows	396	NEG
decalogue	1	NEG
unquote	2	NEG
heady	4	NEG
nonsensical	65	NEG
bartleby	4	NEG
leveled	2	NEG
theurgist	1	NEG
craving	6	NEG
nefretiri	1	NEG
systematic	6	NEG
viscous	1	NEG
known	417	NEG
ozporns	1	NEG
youuuu	1	NEG
downfall	19	NEG
NOT_generalised	1	NEG
windmills	1	NEG
vacuum	6	NEG
raters	3	NEG
NOT_grouch	1	NEG
totin	1	NEG
chewing	29	NEG
rome	43	NEG
alexandria	1	NEG
swelling	5	NEG
goldenhersh	1	NEG
effeil	1	NEG
benchley	1	NEG
hallucinates	3	NEG
wellspring	1	NEG
keillor	2	NEG
piecnita	1	NEG
lavitz	1	NEG
clouse	3	NEG
required	93	NEG
deliriously	2	NEG
s1m0ne	1	NEG
bankability	1	NEG
sfsu	1	NEG
fledged	5	NEG
NOT_downloading	4	NEG
NOT_relations	2	NEG
woman	1310	NEG
uncanonical	1	NEG
arklie	1	NEG
laird	1	NEG
artemisia	17	NEG
ate	21	NEG
whereabouts	7	NEG
atm	1	NEG
tarnish	2	NEG
dooooom	1	NEG
jeri	1	NEG
spying	7	NEG
monarchy	1	NEG
atv	1	NEG
whoring	2	NEG
johnson	82	NEG
NOT_cain	2	NEG
culpable	1	NEG
electrified	1	NEG
marchers	1	NEG
touchstones	1	NEG
NOT_outstanding	6	NEG
enumerating	1	NEG
hickey	3	NEG
NOT_stephen	7	NEG
hackneyed	60	NEG
martialed	1	NEG
tortilla	1	NEG
desirable	7	NEG
redemption	50	NEG
NOT_steveday	1	NEG
NOT_flight	6	NEG
delbert	1	NEG
presume	22	NEG
whitch	2	NEG
NOT_necks	3	NEG
teenkill	1	NEG
newsreels	2	NEG
photonic	1	NEG
royalist	1	NEG
NOT_traumatised	1	NEG
3dvd	1	NEG
NOT_clean	7	NEG
maratama	1	NEG
ziploc	1	NEG
boca	1	NEG
weebl	1	NEG
elitists	1	NEG
competitions	4	NEG
mast	1	NEG
